Country_Region,Province_State,Date,Confirmed,Deaths,Recovered,Confirmed_Cummulative,Deaths_Cummulative,Recovered_Cummulative
China,Anhui,2020-01-22,1.0,0.0,0.0,1.0,0.0,0.0
China,Anhui,2020-01-23,8.0,0.0,0.0,9.0,0.0,0.0
China,Anhui,2020-01-24,6.0,0.0,0.0,15.0,0.0,0.0
China,Anhui,2020-01-25,24.0,0.0,0.0,39.0,0.0,0.0
China,Anhui,2020-01-26,21.0,0.0,0.0,60.0,0.0,0.0
China,Anhui,2020-01-27,10.0,0.0,0.0,70.0,0.0,0.0
China,Anhui,2020-01-28,36.0,0.0,0.0,106.0,0.0,0.0
China,Anhui,2020-01-29,46.0,0.0,2.0,152.0,0.0,2.0
China,Anhui,2020-01-30,48.0,0.0,0.0,200.0,0.0,2.0
China,Anhui,2020-01-31,37.0,0.0,1.0,237.0,0.0,3.0
China,Anhui,2020-02-01,60.0,0.0,2.0,297.0,0.0,5.0
China,Anhui,2020-02-02,43.0,0.0,2.0,340.0,0.0,7.0
China,Anhui,2020-02-03,68.0,0.0,7.0,408.0,0.0,14.0
China,Anhui,2020-02-04,72.0,0.0,6.0,480.0,0.0,20.0
China,Anhui,2020-02-05,50.0,0.0,3.0,530.0,0.0,23.0
China,Anhui,2020-02-06,61.0,0.0,11.0,591.0,0.0,34.0
China,Anhui,2020-02-07,74.0,0.0,13.0,665.0,0.0,47.0
China,Anhui,2020-02-08,68.0,0.0,12.0,733.0,0.0,59.0
China,Anhui,2020-02-09,46.0,1.0,13.0,779.0,1.0,72.0
China,Anhui,2020-02-10,51.0,2.0,16.0,830.0,3.0,88.0
China,Anhui,2020-02-11,30.0,1.0,17.0,860.0,4.0,105.0
China,Anhui,2020-02-12,29.0,0.0,22.0,889.0,4.0,127.0
China,Anhui,2020-02-13,21.0,1.0,30.0,910.0,5.0,157.0
China,Anhui,2020-02-14,24.0,1.0,36.0,934.0,6.0,193.0
China,Anhui,2020-02-15,16.0,0.0,28.0,950.0,6.0,221.0
China,Anhui,2020-02-16,12.0,0.0,34.0,962.0,6.0,255.0
China,Anhui,2020-02-17,11.0,0.0,25.0,973.0,6.0,280.0
China,Anhui,2020-02-18,9.0,0.0,81.0,982.0,6.0,361.0
China,Anhui,2020-02-19,4.0,0.0,52.0,986.0,6.0,413.0
China,Anhui,2020-02-20,1.0,0.0,61.0,987.0,6.0,474.0
China,Anhui,2020-02-21,1.0,0.0,65.0,988.0,6.0,539.0
China,Anhui,2020-02-22,1.0,0.0,58.0,989.0,6.0,597.0
China,Anhui,2020-02-23,0.0,0.0,40.0,989.0,6.0,637.0
China,Anhui,2020-02-24,0.0,0.0,26.0,989.0,6.0,663.0
China,Anhui,2020-02-25,0.0,0.0,49.0,989.0,6.0,712.0
China,Anhui,2020-02-26,0.0,0.0,32.0,989.0,6.0,744.0
China,Anhui,2020-02-27,0.0,0.0,48.0,989.0,6.0,792.0
China,Anhui,2020-02-28,1.0,0.0,29.0,990.0,6.0,821.0
China,Anhui,2020-02-29,0.0,0.0,47.0,990.0,6.0,868.0
China,Anhui,2020-03-01,0.0,0.0,5.0,990.0,6.0,873.0
China,Anhui,2020-03-02,0.0,0.0,44.0,990.0,6.0,917.0
China,Anhui,2020-03-03,0.0,0.0,19.0,990.0,6.0,936.0
China,Anhui,2020-03-04,0.0,0.0,20.0,990.0,6.0,956.0
China,Anhui,2020-03-05,0.0,0.0,14.0,990.0,6.0,970.0
China,Anhui,2020-03-06,0.0,0.0,9.0,990.0,6.0,979.0
China,Anhui,2020-03-07,0.0,0.0,0.0,990.0,6.0,979.0
China,Anhui,2020-03-08,0.0,0.0,5.0,990.0,6.0,984.0
China,Anhui,2020-03-09,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-10,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-11,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-12,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-13,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-14,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-15,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-16,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-17,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-18,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-19,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-20,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-21,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-22,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-23,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-24,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-25,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-26,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-27,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-28,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-29,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-30,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-03-31,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-01,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-02,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-03,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-04,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-05,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-06,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-07,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-08,0.0,0.0,0.0,990.0,6.0,984.0
China,Anhui,2020-04-09,1.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-10,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-11,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-12,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-13,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-14,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-15,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-16,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-17,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-18,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-19,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-20,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-21,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-22,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-23,0.0,0.0,0.0,991.0,6.0,984.0
China,Anhui,2020-04-24,0.0,0.0,1.0,991.0,6.0,985.0
China,Anhui,2020-04-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-04-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-04-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-04-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-04-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-04-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-10,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-11,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-12,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-13,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-14,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-15,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-16,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-17,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-18,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-19,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-20,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-21,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-22,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-23,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-24,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-05-31,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-10,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-11,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-12,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-13,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-14,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-15,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-16,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-17,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-18,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-19,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-20,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-21,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-22,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-23,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-24,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-06-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-10,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-11,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-12,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-13,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-14,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-15,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-16,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-17,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-18,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-19,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-20,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-21,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-22,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-23,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-24,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-07-31,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-10,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-11,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-12,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-13,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-14,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-15,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-16,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-17,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-18,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-19,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-20,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-21,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-22,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-23,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-24,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-08-31,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-10,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-11,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-12,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-13,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-14,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-15,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-16,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-17,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-18,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-19,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-20,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-21,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-22,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-23,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-24,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-09-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-10,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-11,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-12,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-13,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-14,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-15,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-16,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-17,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-18,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-19,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-20,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-21,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-22,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-23,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-24,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-25,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-26,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-27,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-28,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-29,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-30,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-10-31,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-01,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-02,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-03,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-04,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-05,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-06,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-07,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-08,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-09,0.0,0.0,0.0,991.0,6.0,985.0
China,Anhui,2020-11-10,1.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-11,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-12,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-13,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-14,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-15,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-16,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-17,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-18,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-19,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-20,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-21,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-22,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-23,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-24,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-25,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-26,0.0,0.0,0.0,992.0,6.0,985.0
China,Anhui,2020-11-27,0.0,0.0,1.0,992.0,6.0,986.0
China,Anhui,2020-11-28,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-11-29,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-11-30,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-01,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-02,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-03,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-04,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-05,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-06,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-07,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-08,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-09,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-10,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-11,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-12,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-13,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-14,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-15,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-16,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-17,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-18,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-19,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-20,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-21,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-22,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-23,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-24,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-25,0.0,0.0,0.0,992.0,6.0,986.0
China,Anhui,2020-12-26,1.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2020-12-27,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2020-12-28,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2020-12-29,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2020-12-30,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2020-12-31,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-01,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-02,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-03,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-04,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-05,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-06,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-07,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-08,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-09,0.0,0.0,0.0,993.0,6.0,986.0
China,Anhui,2021-01-10,0.0,0.0,1.0,993.0,6.0,987.0
China,Anhui,2021-01-11,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-12,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-13,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-14,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-15,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-16,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-17,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-18,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-19,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-20,0.0,0.0,0.0,993.0,6.0,987.0
China,Anhui,2021-01-21,1.0,0.0,0.0,994.0,6.0,987.0
